sentence_id,text,aspect_terms,aspect_categories
625#5,O'zbek oshxonasidan yaxshi taassurot olishni istasangiz tashrif buyurishni tavsiya qilaman.,"[{'from': 75, 'polarity': 'positive', 'term': 'tavsiya', 'to': 82}
 {'from': 7, 'polarity': 'positive', 'term': 'oshxonasidan', 'to': 19}]","[{'category': 'boshqalar', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
744#1,Juda mazali!,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
2861#1,"Mazali, lekin juda qimmat joy.","[{'from': 26, 'polarity': 'conflict', 'term': 'joy', 'to': 29}]","[{'category': 'narx', 'polarity': 'negative'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2022#1,"O'zbekistonda Turkiyani his qilishni istasangiz, albatta sinab ko'ring.","[{'from': 14, 'polarity': 'neutral', 'term': 'Turkiyani', 'to': 23}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
395#1,"Ilgari hech qachon arab taomlarini tatib ko'rmaganman, uni yaxshi ko'rib qoldim, kam yog'li taomni istagan har bir kishiga tavsiya etiladi.","[{'from': 24, 'polarity': 'positive', 'term': 'taomlarini', 'to': 34}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1706#7,"Shunchaki suyaklar qolmagan desalar, bunchalik xafa bo'lmasdik.","[{'from': 10, 'polarity': 'negative', 'term': 'suyaklar', 'to': 18}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
375#4,"Tuna salatini, qisqichbaqalar, qo'zichoq qovurg'alari vs boshqa narsani iste'mol qildik... Hamma narsa mazali, hech qanday savol berilmadi.","[{'from': 91, 'polarity': 'positive', 'term': 'Hamma narsa', 'to': 102}
 {'from': 0, 'polarity': 'positive', 'term': 'Tuna salatini', 'to': 13}
 {'from': 15, 'polarity': 'positive', 'term': 'qisqichbaqalar', 'to': 29}
 {'from': 31, 'polarity': 'positive', 'term': ""qo'zichoq qovurg'alari"", 'to': 53}
 {'from': 64, 'polarity': 'positive', 'term': 'narsani', 'to': 71}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2087#4,Egasi janob Kati har bir mehmonni kutib oladi va har biriga alohida salom beradi.,"[{'from': 6, 'polarity': 'positive', 'term': 'janob Kati', 'to': 16}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
232#3,"Ochiq oshxona mavjud bo'lib, unda siz oshpazlarning qanday ovqat pishirishini tomosha qilishingiz mumkin.","[{'from': 6, 'polarity': 'positive', 'term': 'oshxona', 'to': 13}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1479#1,Judaham haqiqiy emas.,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
2299#6,Bu yerda o‘tirib pivo ichganimda Yevropani eslayman.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Bu yerda', 'to': 8}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2729#2,Mijozlar bilan hamkorlik qilmaydi.,"[{'from': 15, 'polarity': 'negative', 'term': 'hamkorlik', 'to': 24}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
63#1,Bu yerda ajoyib va mazali taomlar tayyorlanadi,"[{'from': 26, 'polarity': 'positive', 'term': 'taomlar', 'to': 33}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2939#1,Biz issiq taomni olib kelishlarini 40 daqiqa kutdik.,"[{'from': 10, 'polarity': 'negative', 'term': 'taomni', 'to': 16}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2266#4,"Menga, ayniqsa, xamirdagi piyoz halqalari yoqdi.","[{'from': 16, 'polarity': 'positive', 'term': 'xamirdagi piyoz halqalari', 'to': 41}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
26#1,"Biz go'sht (shavla) buyurdik, ular buyurtma keltirishdi, go'sht g'alati rangdagi uchlamchi ,+ sho'rvada go'shtdan ko'ra ko'proq yog ' ham bor.Q","[{'from': 4, 'polarity': 'neutral', 'term': ""go'sht"", 'to': 10}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
939#15,MEN OSHNI BAHOLAMAN!!!!!!!!,"[{'from': 4, 'polarity': 'neutral', 'term': 'OSHNI', 'to': 9}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
288#1,Mening ikkinchi uyim,"[{'from': 16, 'polarity': 'positive', 'term': 'uyim', 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
194#4,Favvaorasi ham bor.,"[{'from': 0, 'polarity': 'positive', 'term': 'Favvaorasi', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
659#1,Faqat so'z yo'q!,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2223#4,Va irlandcha emas.,"[{'from': 3, 'polarity': 'negative', 'term': 'irlandcha', 'to': 12}]","[{'category': 'muhit', 'polarity': 'negative'}]"
1953#4,Hech kimga tavsiya etmayman,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
2119#2,hafsalam pir bo'ldi... ta'm juda o'zgargan.,"[{'from': 23, 'polarity': 'negative', 'term': ""ta'm"", 'to': 27}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
402#3,Go'sht og'zimda eriydi va guruch ajoyib edi!,"[{'from': 26, 'polarity': 'positive', 'term': 'guruch', 'to': 32}
 {'from': 0, 'polarity': 'positive', 'term': ""Go'sht"", 'to': 6}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1249#1,Mazali va arzon,[],"[{'category': 'narx', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1698#1,juda mazali salat,"[{'from': 12, 'polarity': 'positive', 'term': 'salat', 'to': 17}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
117#2,Ajoyib taom.,"[{'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
954#2,To'y oshi,"[{'from': 0, 'polarity': 'neutral', 'term': ""To'y oshi"", 'to': 9}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1564#1,Biz ushbu restoranga so'nggi 4 yil davomida tashrif buyuramiz!,"[{'from': 10, 'polarity': 'neutral', 'term': 'restoranga', 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2449#3,Ofitsiant o‘zini ahmoq qilib ko‘rsatdi.,"[{'from': 0, 'polarity': 'negative', 'term': 'Ofitsiant', 'to': 9}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1405#5,"Kalyan bor, u juda yaxshi.","[{'from': 0, 'polarity': 'neutral', 'term': 'Kalyan', 'to': 6}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
911#2,Men hammaga bu yerga tashrif buyurishni tavsiya qilaman.,"[{'from': 15, 'polarity': 'positive', 'term': 'yerga', 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1521#1,Juda yaxshi!,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
583#2,"Karantin sharoitida odamlar ovqatni olib ketishadi, bu umuman boshqa voqea.","[{'from': 28, 'polarity': 'neutral', 'term': 'ovqatni', 'to': 35}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1995#2,Narxiga arzimaydi.,"[{'from': 0, 'polarity': 'negative', 'term': 'Narxiga', 'to': 7}]","[{'category': 'narx', 'polarity': 'negative'}]"
174#1,"Afsuski, samsa avvalgidek emas","[{'from': 9, 'polarity': 'negative', 'term': 'samsa', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2612#1,"Yomon xizmat, juda baland ovozda","[{'from': 6, 'polarity': 'negative', 'term': 'xizmat', 'to': 12}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
937#1,Yaxshi osh.,"[{'from': 7, 'polarity': 'positive', 'term': 'osh', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
131#1,"Mutlaqo haddan tashqari oshirib yuborilgan, taomlar o'rtacha, lekin narxlar eng yuqori chegarada, mehmonxona International ro'parasida yaxshi kutib olindi (narxlar bir yonoq (masalan, pivo uchun 15 dollar)","[{'from': 44, 'polarity': 'neutral', 'term': 'taomlar', 'to': 51}
 {'from': 68, 'polarity': 'negative', 'term': 'narxlar', 'to': 75}]","[{'category': 'ovqat', 'polarity': 'neutral'}
 {'category': 'narx', 'polarity': 'negative'}]"
972#1,Yangi yil uchun faqat Rayhonlik Norinlarga.,"[{'from': 22, 'polarity': 'neutral', 'term': 'Rayhonlik Norinlarga', 'to': 42}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1193#2,Shirinlikni yeganimda ham ofitsiantlar qolgan ovqatni undan oldin tozalashmagan.,"[{'from': 26, 'polarity': 'negative', 'term': 'ofitsiantlar', 'to': 38}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2657#1,"Agar siz hindistonlik sayohatchi bo'lsangiz, bu restoran sizga yoqadi.","[{'from': 48, 'polarity': 'positive', 'term': 'restoran', 'to': 56}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1542#2,Ammo oden udonida oden yo'q.,"[{'from': 5, 'polarity': 'negative', 'term': 'oden', 'to': 9}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
2286#1,Mazali taom,"[{'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1313#3,Atmosfera ajoyib!,"[{'from': 0, 'polarity': 'positive', 'term': 'Atmosfera', 'to': 9}]","[{'category': 'muhit', 'polarity': 'positive'}]"
558#1,Beshbarmoq 👍,"[{'from': 0, 'polarity': 'neutral', 'term': 'Beshbarmoq', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1968#2,"Shaxsan, sho'rva juda yaxshi.","[{'from': 9, 'polarity': 'positive', 'term': ""sho'rva"", 'to': 16}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
189#1,mazali oshxona!,"[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1237#7,"⭐⭐⭐⭐⭐ Bir necha marta uyga yetkazib berish buyurtmasi amalga oshirildi, o'z vaqtida va issiq yetkazib berildi.","[{'from': 27, 'polarity': 'positive', 'term': 'yetkazib berish', 'to': 42}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2218#2,Juda toza.,[],"[{'category': 'muhit', 'polarity': 'positive'}]"
662#7,Oshning o'zi juda mazali.,"[{'from': 0, 'polarity': 'positive', 'term': 'Oshning', 'to': 7}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1599#1,"Xizmat shunchaki dahshatli, mas'uliyatsiz va beparvo, men 14 kishilik stolga buyurtma berdim, kelishidan oldin ular stolni boshqalarga berib, men bilan bahslashishdi.","[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1148#1,O'rtacha narxlar.,"[{'from': 9, 'polarity': 'neutral', 'term': 'narxlar', 'to': 16}]","[{'category': 'narx', 'polarity': 'neutral'}]"
1579#4,Bu xizmat noldan pastda.,"[{'from': 3, 'polarity': 'negative', 'term': 'xizmat', 'to': 9}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1665#1,"Yaxshi taom 👍🏻 -1 yulduz, chunki yon taomim 10 daqiqaga kechikib keldi","[{'from': 46, 'polarity': 'negative', 'term': ' daqiqaga k', 'to': 57}
 {'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
2570#2,"Do'stona va foydali xodimlar, taomlar ajoyib, betakror bezak, toza va qulay o'rindiqlar edi.","[{'from': 76, 'polarity': 'positive', 'term': ""o'rindiqlar"", 'to': 87}
 {'from': 20, 'polarity': 'positive', 'term': 'xodimlar', 'to': 28}
 {'from': 30, 'polarity': 'positive', 'term': 'taomlar', 'to': 37}
 {'from': 55, 'polarity': 'positive', 'term': 'bezak', 'to': 60}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
216#2,Xizmat ajoyib va tezkor!,"[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2399#3,Muhit qimmatbaho,"[{'from': 0, 'polarity': 'positive', 'term': 'Muhit', 'to': 7}]","[{'category': 'muhit', 'polarity': 'positive'}]"
682#2,Osh uchun 25 ming so'm (ot go'shti uchun bir oz qo'shimcha to'lov).,"[{'from': 0, 'polarity': 'neutral', 'term': 'Osh', 'to': 3}]","[{'category': 'narx', 'polarity': 'neutral'}]"
828#3,"E'tibor bering, bu juda mazali taom, shuning uchun restoran faqat tushgacha (taxminan 15:00) ishlaydi.","[{'from': 51, 'polarity': 'neutral', 'term': 'restoran', 'to': 59}
 {'from': 31, 'polarity': 'positive', 'term': 'taom', 'to': 35}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'neutral'}]"
1620#1,Oshpazlari zor ayniqsa Ziyovuddin ismli baland boyli tolachadan Kegan bola😊😊😊☺,"[{'from': 0, 'polarity': 'positive', 'term': 'Oshpazlari', 'to': 10}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2535#2,"osh zo'r, samsa shunchaki bomba.","[{'from': 0, 'polarity': 'positive', 'term': 'osh', 'to': 3}
 {'from': 10, 'polarity': 'positive', 'term': 'samsa', 'to': 15}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
253#2,Turar joyimiz narxiga nonushta va kechki ovqat kiradi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Turar joyimiz narxiga', 'to': 21}]","[{'category': 'narx', 'polarity': 'positive'}]"
2981#1,Menga yoqdi.,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2513#1,Bu go'zal joyga birinchi marta tashrif buyurishim emas.,"[{'from': 10, 'polarity': 'positive', 'term': 'joyga', 'to': 15}
 {'from': 31, 'polarity': 'neutral', 'term': 'tashrif buyurishim', 'to': 49}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'neutral'}]"
275#1,Yaxshi,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2187#1,Do'stlaringiz va hamkasblaringiz bilan dam olishingiz mumkin bo'lgan yoqimli shinam joy.,"[{'from': 84, 'polarity': 'positive', 'term': 'joy', 'to': 87}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1643#2,Xodimlarga rahmat,"[{'from': 0, 'polarity': 'positive', 'term': 'Xodimlarga', 'to': 10}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2556#1,"Agar siz chet ellik bo'lsangiz, men tavsiya etmayman.","[{'from': 9, 'polarity': 'positive', 'term': 'chet ellik', 'to': 19}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
230#1,"Bu muassasaning terasi juda ajoyib, daryo bo'yida, mazali taomlari va kalyanlari 👍🏻👍🏻","[{'from': 16, 'polarity': 'positive', 'term': 'terasi', 'to': 22}
 {'from': 58, 'polarity': 'positive', 'term': 'taomlari', 'to': 66}
 {'from': 70, 'polarity': 'positive', 'term': 'kalyanlari', 'to': 80}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1116#2,"Hech qanday tabelalar yo'q, shuning uchun mahalliy aholi uni tanishtirishdi va yeyishdi.","[{'from': 12, 'polarity': 'negative', 'term': 'tabelalar', 'to': 21}]","[{'category': 'muhit', 'polarity': 'negative'}]"
2075#15,Hech kim pul uchun kelmadi... ofitsiantlarning 15 daqiqalik samarasiz “qo‘lga olishi”dan so‘ng ofitsiant Alisher bizga yaqinlashdi.,"[{'from': 30, 'polarity': 'negative', 'term': 'ofitsiantlarning', 'to': 46}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
565#1,"Turli xil taomlar (buyurtma qilingan samsa, kabob va lagman), juda mazali edi.","[{'from': 10, 'polarity': 'positive', 'term': 'taomlar', 'to': 17}
 {'from': 37, 'polarity': 'positive', 'term': 'samsa', 'to': 42}
 {'from': 45, 'polarity': 'positive', 'term': 'kabob', 'to': 50}
 {'from': 54, 'polarity': 'positive', 'term': 'lagman', 'to': 60}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2203#1,Shaharda biftek olish uchun eng yaxshi joy.,"[{'from': 9, 'polarity': 'positive', 'term': 'biftek', 'to': 15}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2697#1,Samarqand Darvoz ko'chasi,"[{'from': 0, 'polarity': 'neutral', 'term': 'Samarqand Darvoz', 'to': 16}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1153#2,"Tushlik paytida odamlar juda ko'p, biz joy bo'shatilguncha kutishimiz kerak.","[{'from': 16, 'polarity': 'negative', 'term': 'odamlar', 'to': 23}
 {'from': 59, 'polarity': 'negative', 'term': 'kutishimiz', 'to': 69}]","[{'category': 'muhit', 'polarity': 'negative'}]"
896#5,Narxlar o'rtacha.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Narxlar', 'to': 7}]","[{'category': 'narx', 'polarity': 'neutral'}]"
520#1,Bu menga yoqmadi.,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
2246#1,Hammasi zo'r...,"[{'from': 0, 'polarity': 'positive', 'term': 'Hammasi', 'to': 7}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1175#1,Yaxshi muhit,"[{'from': 7, 'polarity': 'positive', 'term': 'muhit', 'to': 12}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1480#5,Narxlar?,"[{'from': 0, 'polarity': 'neutral', 'term': 'Narxlar', 'to': 7}]","[{'category': 'narx', 'polarity': 'neutral'}]"
1936#1,Ovqat mazali.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
506#2,Yaxshi xizmat.,"[{'from': 7, 'polarity': 'positive', 'term': 'xizmat', 'to': 13}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2489#3,"Ingliz tilidagi menyu, kredit karta orqali to'lash mumkin.","[{'from': 16, 'polarity': 'positive', 'term': 'menyu', 'to': 21}
 {'from': 23, 'polarity': 'neutral', 'term': 'kredit karta', 'to': 35}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2260#2,Dam olish kunlarida juda shovqin.,"[{'from': 0, 'polarity': 'negative', 'term': 'Dam olish kunlarida', 'to': 19}]","[{'category': 'muhit', 'polarity': 'negative'}]"
1130#1,Shashlik bu yerda juda mazali.,"[{'from': 0, 'polarity': 'positive', 'term': 'Shashlik', 'to': 8}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1973#1,Toshkentdagi oddiy turk oshxonasi,"[{'from': 24, 'polarity': 'neutral', 'term': 'oshxonasi', 'to': 33}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
543#2,Umumiy ijobiy tajriba,"[{'from': 14, 'polarity': 'positive', 'term': 'tajriba', 'to': 21}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2225#2,Ajoyib joy.,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2614#7,Samos ham yaxshi!,"[{'from': 0, 'polarity': 'positive', 'term': 'Samos', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
137#7,Men hozir ketaman!!!!,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1289#1,Joy yaxshi saqlangan,"[{'from': 0, 'polarity': 'positive', 'term': 'Joy', 'to': 3}]","[{'category': 'muhit', 'polarity': 'positive'}]"
85#2,Afsus ular yopildi.,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
1658#1,Mazali va arzon mahalliy taomlar yuqori darajadagi muhitda tayyorlanadi.,"[{'from': 25, 'polarity': 'positive', 'term': 'taomlar', 'to': 32}
 {'from': 51, 'polarity': 'positive', 'term': 'muhitda', 'to': 58}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1544#4,"Koksga buyurtma berganimdan so'ng, menga issiq, sayoz stakan koks berishdi.... Shundan so'ng, men u erdagi yagona patreonlardan biri bo'lgan xodimlar tomonidan umuman e'tiborsiz qoldim.","[{'from': 61, 'polarity': 'negative', 'term': 'koks', 'to': 65}
 {'from': 141, 'polarity': 'negative', 'term': 'xodimlar', 'to': 149}]","[{'category': 'ovqat', 'polarity': 'negative'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
2775#3,Qiziqarli va mazali menyu.,"[{'from': 20, 'polarity': 'positive', 'term': 'menyu', 'to': 25}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'positive'}]"
952#4,"Mazali choy va eng mazali, mazali bulochka!","[{'from': 34, 'polarity': 'positive', 'term': 'bulochka', 'to': 42}
 {'from': 7, 'polarity': 'positive', 'term': 'choy', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
238#8,Buyurtmalarni tez olib kelib berishadi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Buyurtmalarni', 'to': 13}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
154#4,"kkinchidan, agar siz turmush qurmoqchi bo'lsangiz, to'y marosimingizni 100% oldindan o'tkaza olmaysiz.","[{'from': 51, 'polarity': 'negative', 'term': ""to'y"", 'to': 55}]","[{'category': 'muhit', 'polarity': 'negative'}]"
248#1,"Men bu erga kelganimdan juda xursandman - toza, qiziqarli muhit, juda ehtiyotkor xodimlar va haqiqiy bo'lmagan mazali!","[{'from': 58, 'polarity': 'positive', 'term': 'muhit', 'to': 63}
 {'from': 81, 'polarity': 'positive', 'term': 'xodimlar', 'to': 89}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1891#3,"Bu erda har doim ko'p odamlar bor, ayniqsa kechqurun.","[{'from': 3, 'polarity': 'neutral', 'term': 'erda', 'to': 7}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
699#1,Men 2 soat 20 daqiqada yetkazib berishni kutyapman va hali ham buyurtmam yo'q.,"[{'from': 23, 'polarity': 'negative', 'term': 'yetkazib berishni', 'to': 40}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
585#4,QO'shimchasiga jahil qildi.,"[{'from': 15, 'polarity': 'negative', 'term': 'jahil qildi', 'to': 26}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2102#1,Hammasi juda tez olib keladi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Hammasi', 'to': 7}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
664#1,№1 osh👍🏻👍🏻,"[{'from': 4, 'polarity': 'neutral', 'term': 'osh👍🏻👍🏻', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
